latitude,longitude,altitude,geometry,Name,Description
1.33997285278881,103.737065915264,0,Point,kml_1,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td>90</td> </tr><tr bgcolor=""""> <th>ADDRESSBUILDINGNAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSPOSTALCODE</th> <td>609958</td> </tr><tr bgcolor=""""> <th>ADDRESSSTREETNAME</th> <td>Boon Lay Way</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSTYPE</th> <td>A</td> </tr><tr bgcolor=""""> <th>DESCRIPTION</th> <td>Community Club</td> </tr><tr bgcolor=""#E3E3F3""> <th>HYPERLINK</th> <td>https://www.onepa.sg/cc/yuhua-cc</td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td></td> </tr><tr bgcolor=""""> <th>NAME</th> <td>Yuhua CC</td> </tr><tr bgcolor=""#E3E3F3""> <th>PHOTOURL</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>6D45D9D5AA3761EE</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20201028143020</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td></td> </tr></table></center>"
1.3868068291971,103.771520846382,0,Point,kml_2,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td>1</td> </tr><tr bgcolor=""""> <th>ADDRESSBUILDINGNAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSPOSTALCODE</th> <td>677738</td> </tr><tr bgcolor=""""> <th>ADDRESSSTREETNAME</th> <td>Segar Road</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSTYPE</th> <td>A</td> </tr><tr bgcolor=""""> <th>DESCRIPTION</th> <td>Community Club</td> </tr><tr bgcolor=""#E3E3F3""> <th>HYPERLINK</th> <td>https://www.onepa.sg/cc/zhenghua-cc</td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td></td> </tr><tr bgcolor=""""> <th>NAME</th> <td>Zhenghua CC</td> </tr><tr bgcolor=""#E3E3F3""> <th>PHOTOURL</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>EF0DB11801C62E66</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20201028143020</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td></td> </tr></table></center>"
1.28978711891653,103.81444834816,0,Point,kml_3,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td>400</td> </tr><tr bgcolor=""""> <th>ADDRESSBUILDINGNAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSPOSTALCODE</th> <td>159049</td> </tr><tr bgcolor=""""> <th>ADDRESSSTREETNAME</th> <td>Lengkok Bahru</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSTYPE</th> <td>A</td> </tr><tr bgcolor=""""> <th>DESCRIPTION</th> <td>Community Club</td> </tr><tr bgcolor=""#E3E3F3""> <th>HYPERLINK</th> <td>https://www.onepa.sg/cc/leng-kee-cc</td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td></td> </tr><tr bgcolor=""""> <th>NAME</th> <td>Leng Kee CC</td> </tr><tr bgcolor=""#E3E3F3""> <th>PHOTOURL</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>D82C68DC54D16938</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20201028143020</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td></td> </tr></table></center>"
1.28632940482837,103.846479315186,0,Point,kml_4,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td>20</td> </tr><tr bgcolor=""""> <th>ADDRESSBUILDINGNAME</th> <td>Hong Lim Park</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSPOSTALCODE</th> <td>58284</td> </tr><tr bgcolor=""""> <th>ADDRESSSTREETNAME</th> <td>Upper Pickering Street</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSTYPE</th> <td></td> </tr><tr bgcolor=""""> <th>DESCRIPTION</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>HYPERLINK</th> <td></td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td></td> </tr><tr bgcolor=""""> <th>NAME</th> <td>imPAct@Hong Lim Green</td> </tr><tr bgcolor=""#E3E3F3""> <th>PHOTOURL</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>AD6A8E55CFC85693</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20201028143020</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td></td> </tr></table></center>"
1.3833197074098,103.892268386138,0,Point,kml_5,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSBUILDINGNAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSPOSTALCODE</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSSTREETNAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSTYPE</th> <td></td> </tr><tr bgcolor=""""> <th>DESCRIPTION</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>HYPERLINK</th> <td></td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td>34560.364</td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td>40586.062</td> </tr><tr bgcolor=""""> <th>NAME</th> <td>Buangkok CC (U/C)</td> </tr><tr bgcolor=""#E3E3F3""> <th>PHOTOURL</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>58D5BD89B5E89C4E</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20200327112220</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td></td> </tr></table></center>"
1.35714689534462,103.735804312991,0,Point,kml_6,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSBUILDINGNAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSPOSTALCODE</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSSTREETNAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSTYPE</th> <td></td> </tr><tr bgcolor=""""> <th>DESCRIPTION</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>HYPERLINK</th> <td></td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td>17147.781</td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td>37692.143</td> </tr><tr bgcolor=""""> <th>NAME</th> <td>Tengah CC (U/C)</td> </tr><tr bgcolor=""#E3E3F3""> <th>PHOTOURL</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>421E30C5DABEC21E</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20200327112220</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td></td> </tr></table></center>"
1.38509193784747,103.902494388171,0,Point,kml_7,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSBUILDINGNAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSPOSTALCODE</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSSTREETNAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSTYPE</th> <td></td> </tr><tr bgcolor=""""> <th>DESCRIPTION</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>HYPERLINK</th> <td></td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td>35698.38284</td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td>40782.05711</td> </tr><tr bgcolor=""""> <th>NAME</th> <td>Rivervale CC (U/C)</td> </tr><tr bgcolor=""#E3E3F3""> <th>PHOTOURL</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>9B6D6E76C9403B33</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20190628165516</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td></td> </tr></table></center>"
1.4516815276281,103.828783247126,0,Point,kml_8,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td>2125</td> </tr><tr bgcolor=""""> <th>ADDRESSBUILDINGNAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSPOSTALCODE</th> <td>758528</td> </tr><tr bgcolor=""""> <th>ADDRESSSTREETNAME</th> <td>Sembawang Road</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSTYPE</th> <td>A</td> </tr><tr bgcolor=""""> <th>DESCRIPTION</th> <td>Community Club</td> </tr><tr bgcolor=""#E3E3F3""> <th>HYPERLINK</th> <td>https://www.onepa.sg/cc/sembawang-cc</td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td></td> </tr><tr bgcolor=""""> <th>NAME</th> <td>Sembawang CC</td> </tr><tr bgcolor=""#E3E3F3""> <th>PHOTOURL</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>B5BE57698E3F02C8</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20201028150919</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td></td> </tr></table></center>"
1.39166094409594,103.877156286528,0,Point,kml_9,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSBUILDINGNAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSPOSTALCODE</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSSTREETNAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSTYPE</th> <td></td> </tr><tr bgcolor=""""> <th>DESCRIPTION</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>HYPERLINK</th> <td></td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td>32878.56203</td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td>41508.35754</td> </tr><tr bgcolor=""""> <th>NAME</th> <td>Fernvale CC (U/C)</td> </tr><tr bgcolor=""#E3E3F3""> <th>PHOTOURL</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>CC7F81758127D878</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20190628165516</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td></td> </tr></table></center>"
1.33880065021978,103.871775550662,0,Point,kml_10,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSBUILDINGNAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSPOSTALCODE</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSSTREETNAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSTYPE</th> <td></td> </tr><tr bgcolor=""""> <th>DESCRIPTION</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>HYPERLINK</th> <td></td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td>32279.85002</td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td>35663.32365</td> </tr><tr bgcolor=""""> <th>NAME</th> <td>Bidadari CC (U/C)</td> </tr><tr bgcolor=""#E3E3F3""> <th>PHOTOURL</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>D900EF921EED10C5</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20190628165516</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td></td> </tr></table></center>"
